cpg_id,beta_value
cg21680729,0.7
cg21680979,0.08
cg21681109,0.18
cg21681289,0.04
cg21681320,0.64
cg21681327,0.91
cg21681377,0.52
cg21681396,0.01
cg21681643,0.88
cg21681675,0.01
cg21681702,0.88
cg21681705,0.83
cg21681756,0.07
cg21681834,0.94
cg21681962,0.94
cg21682057,0.02
cg21682062,0.02
cg21682382,0.09
cg21682418,0.06
cg21682432,0.94
cg21682474,0.01
cg21682780,0.96
cg21682826,0.01
cg21682902,0.86
cg21682942,0.92
cg21683009,0.09
cg21683069,0.89
cg21683105,0.81
cg21683284,0.32
cg21683390,0.6
cg21683590,0.01
cg21683619,0.81
cg21683659,0.91
cg21683721,0.96
cg21684021,0.24
cg21684179,0.8
cg21684411,0.09
cg21684470,0.96
cg21684588,0.84
cg21684676,0.89
cg21684681,0.1
cg21684828,0.92
cg21684845,0.93
cg21685138,0.15
cg21685152,0.72
cg21685234,0.05
cg21685266,0.1
cg21685286,0.92
cg21685387,0.89
cg21685427,0.59
cg21685432,0.02
cg21685565,0.01
cg21685663,0.01
cg21685750,0.03
cg21685776,0.24
cg21686171,0.86
cg21686188,0.08
cg21686225,0.06
cg21686287,0.86
cg21686379,0.02
cg21686523,0.11
cg21686577,0.41
cg21686600,0.75
cg21686632,0.85
cg21686694,0.16
cg21686812,0.21
cg21686890,0.05
cg21686944,0.86
cg21686987,0.78
cg21687216,0.07
cg21687365,0.01
cg21687563,0.28
cg21687703,0.08
cg21687740,0.52
cg21687775,0.86
cg21688152,0.93
cg21688209,0.31
cg21688264,0.01
cg21688288,0.76
cg21689075,0.94
cg21689102,0.02
cg21689228,0.35
cg21689291,0.88
cg21689812,0.01
cg21689902,0.5
cg21690064,0.8
cg21690091,0.05
cg21690282,0.93
cg21690489,0.16
cg21690505,0.89
cg21690621,0.87
cg21690627,0.02
cg21690631,0.94
cg21690645,0.92
cg21690725,0.07
cg21690793,0.85
cg21690806,0.09
cg21690892,0.96
cg21690921,0.88
cg21690979,0.02
cg21691065,0.31
cg21691116,0.42
cg21691166,0.23
cg21691267,0.04
cg21691367,0.44
cg21691717,0.89
cg21691753,0.83
cg21691814,0.02
cg21692159,0.38
cg21692182,0.95
cg21692194,0.16
cg21692308,0.8
cg21692404,0.92
cg21692450,0.26
cg21692846,0.04
cg21693015,0.92
cg21693033,0.89
cg21693422,0.9
cg21693437,0.85
cg21693780,0.11
cg21693965,0.95
cg21694044,0.09
cg21694161,0.86
cg21694349,0.09
cg21694350,0.23
cg21694591,0.95
cg21694941,0.21
cg21695020,0.87
cg21695024,0.04
cg21695171,0.08
cg21695395,0.62
cg21695475,0.91
cg21695485,0.01
cg21695487,0.1
cg21695661,0.26
cg21695830,0.71
cg21695836,0.04
cg21696012,0.46
cg21696055,0.88
cg21696089,0.08
cg21696208,0.07
cg21696393,0.24
cg21696617,0.88
cg21696636,0.95
cg21696677,0.96
cg21696781,0.01
cg21696827,0.16
cg21696987,0.73
cg21697007,0.01
cg21697134,0.24
cg21697198,0.07
cg21697252,0.99
cg21697381,0.37
cg21697512,0.51
cg21697667,0.76
cg21697794,0.55
cg21697812,0.55
cg21697851,0.04
cg21697944,0.74
cg21698185,0.05
cg21698294,0.83
cg21698310,0.24
cg21698718,0.88
cg21698790,0.09
cg21698802,0.08
cg21698840,0.06
cg21699252,0.9
cg21699330,0.2
cg21699595,0.01
cg21699833,0.84
cg21699894,0.27
cg21700070,0.01
cg21700166,0.16
cg21700214,0.47
cg21700332,0.1
cg21700339,0.97
cg21700440,0.01
cg21700511,0.6
cg21700723,0.95
cg21700772,0.78
cg21700780,0.81
cg21700831,0.95
cg21701043,0.96
cg21701351,0.85
cg21701354,0.05
cg21701379,0.13
cg21701395,0.01
cg21701531,0.08
cg21701774,0.01
cg21701856,0.1
cg21702011,0.52
cg21702188,0.37
cg21702431,0.82
cg21702497,0.16
cg21702516,0.86
cg21702971,0.9
cg21703068,0.01
cg21703138,0.01
cg21703322,0.3
cg21703538,0.04
cg21703572,0.1
cg21703586,0.01
cg21703606,0.09
cg21703682,0.46
cg21703750,0.95
cg21703813,0.96
cg21703988,0.75
cg21704109,0.54
cg21704203,0.07
cg21704381,0.94
cg21704448,0.86
cg21704491,0.01
cg21704502,0.72
cg21704793,0.79
cg21705063,0.01
cg21705120,0.04
cg21705324,0.75
cg21705394,0.12
cg21705505,0.65
cg21705600,0.92
cg21705844,0.11
cg21705897,0.02
cg21706038,0.94
cg21706183,0.86
cg21706229,0.17
cg21706343,0.05
cg21706535,0.96
cg21706701,0.31
cg21706771,0.62
cg21707172,0.61
cg21707187,0.04
cg21707311,0.11
cg21707521,0.03
cg21707633,0.9
cg21707996,0.95
cg21708130,0.1
cg21708145,0.93
cg21708738,0.84
cg21708767,0.03
cg21708867,0.91
cg21709140,0.07
cg21709257,0.96
cg21709322,0.34
cg21709803,0.11
cg21709871,0.25
cg21709909,0.01
cg21710060,0.84
cg21710066,0.08
cg21710255,0.59
cg21710313,0.04
cg21710324,0.13
cg21710408,0.69
cg21710451,0.1
cg21711075,0.91
cg21711132,0.26
cg21711214,0.65
cg21711333,0.89
cg21711545,0.85
cg21711672,0.01
cg21711827,0.85
cg21711868,0.01
cg21711876,0.94
cg21712019,0.04
cg21712036,0.94
cg21712331,0.93
cg21712377,0.86
cg21712678,0.07
cg21712685,0.09
cg21712729,0.12
cg21712812,0.01
cg21712830,0.22
cg21712831,0.07
cg21713257,0.07
cg21713424,0.1
cg21713473,0.17
cg21713522,0.92
cg21713614,0.84
cg21713812,0.04
cg21713885,0.97
cg21714061,0.63
cg21714266,0.39
cg21714578,0.05
cg21714610,0.08
cg21714849,0.96
cg21714878,0.7
cg21715088,0.03
cg21715189,0.57
cg21715212,0.21
cg21715431,0.94
cg21715488,0.09
cg21715536,0.79
cg21715751,0.59
cg21715896,0.95
cg21715963,0.05
cg21716061,0.81
cg21716444,0.02
cg21717017,0.17
cg21717023,0.01
cg21717324,0.94
cg21717348,0.95
cg21717369,0.43
cg21717508,0.73
cg21717629,0.95
cg21717724,0.76
cg21717745,0.07
cg21717870,0.97
cg21717879,0.01
cg21717959,0.04
cg21718086,0.7
cg21718087,0.04
cg21718229,0.02
cg21718267,0.11
cg21718380,0.91
cg21718627,0.93
cg21718653,0.02
cg21718857,0.05
cg21719323,0.02
cg21719344,0.31
cg21719418,0.91
cg21719492,0.96
cg21719608,0.93
cg21719626,0.87
cg21719704,0.38
cg21719753,0.05
cg21719787,0.04
cg21719817,0.7
cg21719937,0.93
cg21720206,0.96
cg21720306,0.87
cg21720385,0.89
cg21720802,0.84
cg21721022,0.81
cg21721065,0.01
cg21721093,0.01
cg21721126,0.08
cg21721155,0.01
cg21721340,0.55
cg21721432,0.11
cg21721454,0.01
cg21721523,0.89
cg21721566,0.69
cg21721681,0.46
cg21721701,0.96
cg21721718,0.71
cg21721767,0.84
cg21721825,0.65
cg21721865,0.07
cg21721867,0.92
cg21721973,0.93
cg21722058,0.06
cg21722141,0.02
cg21722242,0.36
cg21722418,0.79
cg21722639,0.93
cg21722655,0.01
cg21722680,0.06
cg21722775,0.89
cg21722785,0.69
cg21723184,0.6
cg21723245,0.64
cg21723486,0.7
cg21723559,0.85
cg21723689,0.98
cg21723707,0.91
cg21723903,0.07
cg21724044,0.16
cg21724239,0.36
cg21724451,0.89
cg21724654,0.43
cg21724796,0.02
cg21725158,0.91
cg21725265,0.12
cg21725374,0.99
cg21725496,0.99
cg21725624,0.1
cg21725652,0.88
cg21725754,0.07
cg21725878,0.97
cg21725888,0.15
cg21725954,0.17
cg21725976,0.02
cg21726037,0.11
cg21726079,0.08
cg21726235,0.01
cg21726327,0.99
cg21726372,0.08
cg21726593,0.99
cg21726618,0.56
cg21726840,0.86
cg21726850,0.92
cg21727032,0.91
cg21727129,0.85
cg21727141,0.85
cg21727145,0.58
cg21727178,0.05
cg21727223,0.42
cg21727276,0.92
cg21727359,0.43
cg21727486,0.22
cg21728101,0.39
cg21728119,0.87
cg21728447,0.08
cg21728792,0.88
cg21728825,0.08
cg21728844,0.98
cg21729159,0.02
cg21729186,0.1
cg21729214,0.82
cg21729356,0.84
cg21729798,0.86
cg21729847,0.08
cg21729992,0.06
cg21730019,0.09
cg21730067,0.08
cg21730091,0.76
cg21730118,0.89
cg21730131,0.89
cg21730366,0.01
cg21730448,0.06
cg21730778,0.05
cg21730805,0.91
cg21730858,0.96
cg21731239,0.93
cg21731246,0.06
cg21731286,0.85
cg21731291,0.06
cg21731304,0.86
cg21731345,0.04
cg21731375,0.2
cg21731578,0.06
cg21732004,0.94
cg21732056,0.83
cg21732057,0.95
cg21732245,0.9
cg21732260,0.02
cg21732625,0.94
cg21732842,0.04
cg21732844,0.92
cg21732915,0.03
cg21732977,0.01
cg21733011,0.02
cg21733013,0.82
cg21733098,0.79
cg21733154,0.02
cg21733363,0.01
cg21733367,0.92
cg21733502,0.92
cg21733531,0.45
cg21733560,0.89
cg21733597,0.03
cg21733911,0.22
cg21733927,0.87
cg21734015,0.03
cg21734090,0.08
cg21734094,0.67
cg21734175,0.63
cg21734356,0.7
cg21734487,0.01
cg21734707,0.24
cg21734751,0.91
cg21734842,0.87
cg21734996,0.93
cg21735031,0.98
cg21735093,0.03
cg21735256,0.13
cg21735374,0.26
cg21735376,0.05
cg21735384,0.87
cg21735491,0.01
cg21735516,0.91
cg21735648,0.09
cg21735668,0.86
cg21735741,0.93
cg21736038,0.02
cg21736089,0.99
cg21736108,0.02
cg21736186,0.02
cg21736309,0.01
cg21736411,0.18
cg21736476,0.8
cg21736592,0.09
cg21736854,0.01
cg21737020,0.67
cg21737039,0.04
cg21737066,0.02
cg21737226,0.55
cg21737421,0.84
cg21737444,0.67
cg21737698,0.29
cg21737734,0.92
cg21737758,0.94
cg21737773,0.18
cg21738108,0.95
cg21738215,0.91
cg21738443,0.81
cg21738716,0.97
cg21738963,0.78
cg21738971,0.01
cg21739009,0.07
cg21739049,0.74
cg21739210,0.07
cg21739289,0.13
cg21739400,0.15
cg21739530,0.1
cg21739584,0.92
cg21739658,0.1
cg21739719,0.88
cg21739754,0.07
cg21739816,0.64
cg21739934,0.31
cg21740055,0.94
cg21740177,0.91
cg21740204,0.05
cg21740232,0.91
cg21740359,0.19
cg21740452,0.12
cg21740826,0.99
cg21740964,0.54
cg21741010,0.9
cg21741223,0.96
cg21741689,0.05
cg21741708,0.76
cg21741781,0.01
cg21741998,0.83
cg21742048,0.69
cg21742058,0.92
cg21742213,0.92
cg21742383,0.01
cg21742463,0.96
cg21742836,0.83
cg21742872,0.02
cg21742931,0.05
cg21742975,0.9
cg21743182,0.9
cg21743307,0.57
cg21743410,0.08
cg21743569,0.1
cg21743597,0.19
cg21743712,0.06
cg21743830,0.86
cg21743867,0.88
cg21743925,0.84
cg21744203,0.01
cg21744360,0.42
cg21744723,0.01
cg21745091,0.02
cg21745110,0.01
cg21745164,0.66
cg21745184,0.12
cg21745248,0.01
cg21745287,0.17
cg21745320,0.12
cg21745419,0.07
cg21745537,0.94
cg21745595,0.78
cg21745612,0.1
cg21745873,0.98
cg21746001,0.92
cg21746050,0.96
cg21746071,0.95
cg21746120,0.48
cg21746339,0.91
cg21746409,0.88
cg21746425,0.47
cg21746532,0.87
cg21746573,0.94
cg21746724,0.76
cg21746851,0.01
cg21746884,0.92
cg21746887,0.06
cg21746969,0.27
cg21746991,0.76
cg21747072,0.94
cg21747090,0.95
cg21747160,0.45
cg21747271,0.14
cg21747310,0.84
cg21747473,0.89
cg21747496,0.3
cg21747559,0.93
cg21747617,0.02
cg21747698,0.06
cg21747876,0.92
cg21747958,0.01
cg21748136,0.89
cg21748207,0.15
cg21748223,0.04
cg21748317,0.96
cg21748418,0.1
cg21748523,0.95
cg21748749,0.69
cg21748751,0.28
cg21748836,0.93
cg21748874,0.89
cg21749091,0.21
cg21749200,0.97
cg21749312,0.19
cg21749424,0.6
cg21749556,0.89
cg21749765,0.92
cg21749794,0.01
cg21750107,0.09
cg21750233,0.85
cg21750426,0.94
cg21750507,0.92
cg21750545,0.07
cg21750589,0.84
cg21750602,0.95
cg21750887,0.67
cg21751023,0.8
cg21751058,0.04
cg21751085,0.95
cg21751145,0.74
cg21751231,0.03
cg21751245,0.91
cg21751406,0.94
cg21751419,0.01
cg21751525,0.94
cg21751684,0.13
cg21751704,0.93
cg21751787,0.09
cg21752167,0.02
cg21752270,0.77
cg21752295,0.94
cg21752383,0.57
cg21752413,0.76
cg21752471,0.05
cg21752517,0.27
cg21752525,0.92
cg21752536,0.88
cg21752578,0.91
cg21752601,0.93
cg21752637,0.89
cg21752660,0.4
cg21752758,0.92
cg21752825,0.06
cg21753023,0.01
cg21753058,0.88
cg21753200,0.05
cg21753290,0.05
cg21753618,0.93
cg21753834,0.07
cg21753973,0.86
cg21754194,0.8
cg21754201,0.88
cg21754343,0.89
cg21754400,0.17
cg21754609,0.96
cg21754773,0.15
cg21754824,0.92
cg21754837,0.74
cg21754854,0.14
cg21755044,0.87
cg21755166,0.07
cg21755169,0.88
cg21755212,0.89
cg21755257,0.01
cg21755367,0.89
cg21755440,0.01
cg21755457,0.17
cg21755633,0.02
cg21755709,0.62
cg21755725,0.1
cg21755755,0.87
cg21755806,0.99
cg21755969,0.64
cg21756194,0.3
cg21756208,0.8
cg21756326,0.78
cg21756353,0.11
cg21756355,0.94
cg21756367,0.03
cg21756465,0.06
cg21756476,0.61
cg21756587,0.9
cg21756647,0.89
cg21756720,0.03
cg21756765,0.98
cg21756806,0.1
cg21756828,0.91
cg21757043,0.07
cg21757048,0.92
cg21757127,0.07
cg21757189,0.91
cg21757281,0.5
cg21757314,0.99
cg21757368,0.18
cg21757440,0.91
cg21757633,0.52
cg21757774,0.05
cg21757921,0.91
cg21757951,0.07
cg21758126,0.63
cg21758140,0.54
cg21758446,0.85
cg21758451,0.96
cg21758672,0.7
cg21758733,0.87
cg21758773,0.47
cg21758962,0.79
cg21759048,0.88
cg21759057,0.02
cg21759080,0.07
cg21759268,0.27
cg21759430,0.95
cg21759500,0.93
cg21759570,0.16
cg21759685,0.8
cg21759797,0.04
cg21759811,0.04
cg21759907,0.91
cg21759953,0.89
cg21760006,0.72
cg21760034,0.1
cg21760128,0.9
cg21760146,0.02
cg21760363,0.94
cg21760666,0.43
cg21760990,0.76
cg21761204,0.82
cg21761355,0.76
cg21761427,0.07
cg21761776,0.01
cg21761811,0.1
cg21761813,0.96
cg21761844,0.01
cg21761853,0.5
cg21761922,0.9
cg21761988,0.01
cg21762107,0.07
cg21762222,0.06
cg21762523,0.07
cg21762534,0.03
cg21762589,0.65
cg21762680,0.71
cg21762727,0.91
cg21762788,0.11
cg21762820,0.19
cg21763021,0.0
cg21763058,0.13
cg21763211,0.86
cg21763405,0.91
cg21763482,0.91
cg21763603,0.91
cg21763793,0.97
cg21763952,0.17
cg21764029,0.93
cg21764050,0.91
cg21764101,0.94
cg21764190,0.02
cg21764262,0.83
cg21764344,0.8
cg21764358,0.87
cg21764367,0.08
cg21764708,0.81
cg21764921,0.9
cg21765224,0.01
cg21765235,0.85
cg21765359,0.87
cg21765441,0.9
cg21765730,0.93
cg21766188,0.88
cg21766191,0.86
cg21766592,0.18
cg21766667,0.56
cg21766898,0.2
cg21767034,0.9
cg21767036,0.91
cg21767135,0.13
cg21767191,0.93
cg21767207,0.13
cg21767373,0.02
cg21767402,0.12
cg21767537,0.86
cg21767554,0.04
cg21767657,0.72
cg21767693,0.03
cg21767703,0.15
cg21767759,0.48
cg21767798,0.87
cg21767952,0.15
cg21768042,0.86
cg21768260,0.93
cg21768418,0.91
cg21768539,0.61
cg21768604,0.99
cg21768664,0.92
cg21768835,0.9
cg21768884,0.96
cg21768899,0.01
cg21768956,1.0
cg21769006,0.77
cg21769093,0.7
cg21769117,0.22
cg21769155,0.92
cg21769514,0.76
cg21769600,0.02
cg21769619,0.3
cg21769820,0.76
cg21769943,0.02
cg21769969,0.22
cg21770060,0.82
cg21770145,0.89
cg21770322,0.98
cg21770330,0.04
cg21770393,0.09
cg21770436,0.74
cg21770462,0.2
cg21770617,0.86
cg21770828,0.08
cg21771125,0.72
cg21771171,0.09
cg21771173,0.07
cg21771200,0.06
cg21771250,0.34
cg21771251,0.05
cg21771463,0.11
cg21771497,0.96
cg21771528,0.53
cg21771679,0.92
cg21771682,0.78
cg21771714,0.05
cg21771834,0.62
cg21771891,0.06
cg21771915,0.94
cg21772011,0.66
cg21772178,0.83
cg21772589,0.92
cg21772735,0.92
cg21772773,0.67
cg21772838,0.07
cg21772953,0.86
cg21772997,0.96
cg21773142,0.15
cg21773188,0.9
cg21773314,0.06
cg21773633,0.87
cg21773665,0.96
cg21773710,0.01
cg21773820,0.88
cg21773872,0.02
cg21773967,0.04
cg21774115,0.02
cg21774136,0.55
cg21774220,0.87
cg21774281,0.02
cg21774377,0.14
cg21774667,0.08
cg21774736,0.12
cg21774827,0.76
cg21774842,0.92
cg21774863,0.06
cg21774865,0.97
cg21775007,0.06
cg21775245,0.96
cg21775279,0.89
cg21775445,0.09
cg21775463,0.66
cg21775570,0.28
cg21775619,0.92
cg21775668,0.79
cg21775675,0.25
cg21775899,0.02
cg21776286,0.41
cg21776403,0.11
cg21776417,0.12
cg21776419,0.83
cg21776572,0.13
cg21776577,0.91
cg21776583,0.06
cg21776599,0.28
cg21776667,0.9
cg21776674,0.83
cg21776682,0.68
cg21776794,0.2
cg21776813,0.85
cg21776993,0.61
cg21777089,0.9
cg21777095,0.9
cg21777154,0.86
cg21777166,0.85
cg21777188,0.29
cg21777280,0.8
cg21777696,0.11
cg21778193,0.86
cg21778229,0.93
cg21778244,0.92
cg21778268,0.11
cg21778332,0.92
cg21778348,0.05
cg21778644,0.82
cg21778810,0.05
cg21778835,0.84
cg21778900,0.97
cg21778987,0.14
cg21779088,0.95
cg21779231,0.14
cg21779301,0.36
cg21779805,0.9
cg21779904,0.48
cg21779954,0.91
cg21780202,0.92
cg21780231,0.07
cg21780294,0.02
cg21780326,0.09
cg21780393,0.25
cg21780428,0.81
cg21780717,0.95
cg21780859,0.15
cg21781009,0.94
cg21781157,0.49
cg21781422,0.9
cg21781546,0.89
cg21781648,0.94
cg21781706,0.95
cg21781828,0.02
cg21781916,0.04
cg21781964,0.1
cg21781979,0.12
cg21781988,0.12
cg21782089,0.81
cg21782265,0.87
cg21782315,0.81
cg21782357,0.93
cg21782409,0.01
cg21782529,0.89
cg21782593,0.17
cg21782813,0.86
cg21782985,0.9
cg21783004,0.91
cg21783012,0.57
cg21783033,0.95
cg21783047,0.15
cg21783183,0.89
cg21783213,0.94
cg21783242,0.9
cg21783355,0.87
cg21783672,0.92
cg21783729,0.09
cg21783749,0.93
cg21784036,0.05
cg21784052,0.02
cg21784096,0.93
cg21784134,0.12
cg21784143,0.98
cg21784254,0.08
cg21784272,0.23
cg21784274,0.91
cg21784305,0.95
cg21784383,0.2
cg21784396,0.39
cg21784411,0.86
cg21784498,0.01
cg21784541,0.18
cg21784598,0.95
cg21784716,0.84
cg21784768,0.02
cg21784894,0.97
cg21784917,0.06
cg21784940,0.69
cg21785010,0.88
cg21785034,0.4
cg21785067,0.35
cg21785145,0.81
cg21785245,0.93
cg21785260,0.09
cg21785536,0.07
cg21785710,0.96
cg21785723,0.93
cg21785832,0.93
cg21785847,0.05
cg21786114,0.18
cg21786191,0.64
cg21786289,0.98
cg21786334,0.05
cg21786349,0.01
cg21786381,0.63
cg21786465,0.08
cg21786525,0.9
cg21786601,0.87
cg21786808,0.9
cg21786873,0.08
cg21786957,0.06
cg21787063,0.92
cg21787176,0.75
cg21787190,0.04
cg21787206,0.05
cg21787249,0.94
cg21787280,0.97
cg21787291,0.16
cg21787323,0.69
cg21787386,0.04
cg21787390,0.89
cg21787516,0.88
cg21787521,0.82
cg21787560,0.93
cg21787567,0.76
cg21787620,0.01
cg21787727,0.07
cg21787848,0.85
cg21787965,0.04
cg21788045,0.96
cg21788473,0.01
cg21788624,0.02
cg21788996,0.01
cg21789008,0.38
cg21789044,0.02
cg21789085,0.89
cg21789131,0.95
cg21789229,0.07
cg21789280,0.08
cg21789326,0.92
cg21789392,0.06
cg21789545,0.63
cg21789564,0.02
cg21789620,0.1
cg21789674,0.16
cg21789849,0.14
cg21789870,0.1
cg21789941,0.45
cg21790234,0.91
cg21790305,0.07
cg21790314,0.85
cg21790461,0.91
cg21790570,0.92
cg21790587,0.76
cg21790626,0.03
cg21790657,0.98
cg21790764,0.1
cg21790851,0.27
cg21790861,0.03
cg21790971,0.09
cg21790991,0.54
cg21791023,0.72
cg21791158,0.93
cg21791252,0.66
cg21791657,0.96
cg21791662,0.15
cg21791696,0.82
cg21791768,0.96
cg21792134,0.59
cg21792150,0.16
cg21792155,0.09
cg21792399,0.85
cg21792737,0.61
cg21792899,0.85
cg21792983,0.9
cg21793127,0.89
cg21793164,0.96
cg21793342,0.89
cg21793382,0.91
cg21793437,0.39
cg21793452,0.84
cg21793517,0.79
cg21793579,0.87
cg21793948,0.01
cg21794222,0.75
cg21794419,0.76
cg21794428,0.01
cg21794518,0.84
cg21794816,0.91
cg21794941,0.9
cg21795221,0.72
cg21795255,0.92
cg21795497,0.08
cg21795544,0.06
cg21795637,0.93
cg21795654,0.01
cg21795699,0.08
cg21796167,0.16
cg21796170,0.83
cg21796234,0.07
cg21796322,0.95
cg21796430,0.11
cg21796443,0.07
cg21796528,0.94
cg21796667,0.08
cg21796825,0.07
cg21797001,0.8
cg21797147,0.67
cg21797405,0.1
cg21797500,0.93
cg21797520,0.67
cg21797718,0.81
cg21798060,0.97
cg21798061,0.91
cg21798447,0.03
cg21798608,0.94
cg21798669,0.93
cg21798731,0.92
cg21798802,0.84
cg21798832,0.82
cg21798964,0.03
cg21799053,0.21
cg21799227,0.02
cg21799246,0.86
cg21799270,0.23
cg21799346,0.03
cg21799469,0.22
cg21799473,0.56
cg21799605,0.06
cg21799898,0.92
cg21800075,0.92
cg21800088,0.1
cg21800175,0.89
cg21800193,0.95
cg21800196,0.61
cg21800232,0.05
cg21800284,0.19
cg21800309,0.09
cg21800704,0.02
cg21800906,0.18
cg21800989,0.97
cg21801091,0.92
cg21801127,0.15
cg21801165,0.48
cg21801223,0.93
cg21801292,0.86
cg21801378,0.04
cg21801428,0.92
cg21801445,0.96
cg21801549,0.93
cg21802055,0.09
cg21802682,0.82
cg21802703,0.86
cg21802726,0.04
cg21802919,0.87
cg21803139,0.95
cg21803245,0.06
cg21803390,0.01
cg21803417,0.05
cg21803680,0.06
cg21803791,0.9
cg21803959,0.05
cg21804148,0.02
cg21804273,0.06
cg21804531,0.89
cg21804574,0.89
cg21804814,0.95
cg21804822,0.11
cg21804824,0.89
cg21805029,0.95
cg21805118,0.67
cg21805138,0.88
cg21805221,0.02
cg21805731,0.89
cg21805734,0.89
cg21805788,0.55
cg21805880,0.94
cg21805950,0.87
cg21805969,0.09
cg21806022,0.06
cg21806090,0.94
cg21806109,0.07
cg21806139,0.87
cg21806238,0.95
cg21806273,0.4
cg21806592,0.14
cg21806917,0.07
cg21806985,0.61
cg21807034,0.98
cg21807215,0.86
cg21807240,0.11
cg21807262,0.7
cg21807313,0.78
cg21807522,0.28
cg21807594,0.83
cg21807694,0.27
cg21807865,0.1
cg21807925,0.05
cg21808045,0.86
cg21808053,0.57
cg21808287,0.85
cg21808406,0.37
cg21808448,0.91
cg21808635,0.74
cg21808707,0.09
cg21808837,0.04
cg21808881,0.01
cg21809007,0.01
cg21809054,0.82
cg21809155,0.87
cg21809160,0.9
cg21809257,0.06
cg21809331,0.02
cg21809447,0.21
cg21809624,0.67
cg21809694,0.56
cg21809711,0.02
cg21809762,0.94
cg21809913,0.89
cg21809927,0.65
cg21810004,0.94
cg21810108,0.59
cg21810173,0.09
cg21810188,0.02
cg21810245,0.96
cg21810305,0.92
cg21810311,0.05
cg21810373,0.94
cg21810379,0.92
cg21810604,0.11
cg21810621,0.06
cg21810733,0.75
cg21810793,0.93
cg21810910,0.08
cg21811021,0.92
cg21811204,0.4
cg21811284,0.72
cg21811853,0.85
cg21811896,0.93
cg21811911,0.95
cg21812313,0.78
cg21812332,0.08
cg21812369,0.91
cg21812476,0.88
cg21812670,0.09
cg21813063,0.92
cg21813112,0.08
cg21813187,0.95
cg21813265,0.98
cg21813303,0.06
cg21813376,0.33
cg21813377,0.89
cg21813473,0.01
cg21813546,0.09
cg21813591,0.02
cg21813612,0.41
cg21813747,0.84
cg21813905,0.85
cg21814178,0.12
cg21814278,0.08
cg21814290,0.75
cg21814583,0.91
cg21814870,0.39
cg21814995,0.91
cg21815047,0.01
cg21815063,0.09
cg21815258,0.93
cg21815337,0.9
cg21815479,0.01
cg21815508,0.88
cg21815536,0.05
cg21815550,0.03
cg21815667,0.15
cg21815781,0.03
cg21815807,0.8
cg21815882,0.1
cg21816001,0.07
cg21816292,0.12
cg21816456,0.92
cg21816532,0.03
cg21816539,0.17
cg21816685,0.11
cg21816743,0.29
cg21816849,0.8
cg21817075,0.02
cg21817179,0.87
cg21817187,0.63
cg21817284,0.1
cg21817287,0.94
cg21817668,0.93
cg21817673,0.02
cg21817720,0.03
cg21817737,0.1
cg21817750,0.94
cg21817833,0.01
cg21817896,0.89
cg21818141,0.96
cg21818216,0.88
cg21818252,0.17
cg21818333,0.06
cg21818361,0.1
cg21818533,0.93
cg21818540,0.94
cg21818602,0.01
cg21818713,0.07
cg21818749,0.01
cg21818891,0.86
cg21818901,0.95
cg21819024,0.1
cg21819129,0.97
cg21819211,0.9
cg21819468,0.03
cg21819782,0.71
cg21819984,0.43
cg21820132,0.03
cg21820373,0.16
cg21820394,0.14
cg21820436,0.01
cg21820517,0.13
cg21820652,0.23
cg21820656,0.19
cg21820677,0.18
cg21820873,0.93
cg21820889,0.04
cg21820890,0.92
cg21821095,0.84
cg21821103,0.87
cg21821108,0.87
cg21821214,0.16
cg21821308,0.98
cg21821315,0.9
cg21821329,0.79
cg21821388,0.83
cg21821643,0.83
cg21821656,0.81
cg21821659,0.05
cg21821674,0.81
cg21821684,0.86
cg21821726,0.88
cg21821755,0.99
cg21821833,0.24
cg21821913,0.54
cg21821982,0.45
cg21822140,0.6
cg21822146,0.87
cg21822187,0.55
cg21822573,0.01
cg21822834,0.82
cg21822905,0.92
cg21823080,0.64
cg21823101,0.01
cg21823119,0.89
cg21823149,0.13
cg21823425,0.83
cg21823502,0.96
cg21823733,0.95
cg21823860,0.86
cg21823995,0.02
cg21824010,0.53
cg21824017,0.98
cg21824114,0.06
cg21824162,0.06
cg21824300,0.96
cg21824343,0.89
cg21824413,0.01
cg21824620,0.91
cg21824710,0.07
cg21824733,0.56
cg21824902,0.1
cg21824985,0.86
cg21825027,0.02
cg21825040,0.91
cg21825397,0.92
cg21825443,0.8
cg21825625,0.02
cg21825734,0.95
cg21825757,0.86
cg21825792,0.45
cg21825840,0.01
cg21825879,0.07
cg21826272,0.93
cg21826699,0.48
cg21826784,0.38
cg21826815,0.01
cg21826900,0.08
cg21826946,0.01
cg21826978,0.85
cg21827203,0.92
cg21827294,0.93
cg21827317,0.45
cg21827581,0.87
cg21827626,0.95
cg21827634,0.94
cg21827641,0.06
cg21827674,0.98
cg21827955,0.93
cg21827969,0.06
cg21827986,0.72
cg21828197,0.93
cg21828233,0.17
cg21828319,0.93
cg21828345,0.28
cg21828432,0.87
cg21828517,0.91
cg21828629,0.87
cg21828663,0.95
cg21828716,0.56
cg21828898,0.07
cg21828899,0.01
cg21828951,0.18
cg21828982,0.01
cg21829116,0.92
cg21829265,0.04
cg21829328,0.74
cg21829675,0.06
cg21829921,0.89
cg21830050,0.54
cg21830066,0.01
cg21830103,0.01
cg21830122,0.85
cg21830221,0.71
cg21830223,0.92
cg21830341,0.92
cg21830368,0.87
cg21830413,0.02
cg21830459,0.99
